Category,Question ID,Question,Source,Answers
Origin - Country,18,what is the source of the virus,Illinois Department of Public Health,"early on, many of the patients at the epicenter of the covid outbreak in china had some link to a large seafood and live animal market, suggesting animal to person spread., wuhan city, china"
Origin - Country,18,where did covid originate,GitHub.com/deepset-ai/COVID-QA,"early on, many of the patients at the epicenter of the covid outbreak in china had some link to a large seafood and live animal market, suggesting animal to person spread., wuhan city, china"
Origin - Country,18,where covid originate,Bing Search,"early on, many of the patients at the epicenter of the covid outbreak in china had some link to a large seafood and live animal market, suggesting animal to person spread., wuhan city, china"
Origin - Country,18,where covid start,Bing Search,"early on, many of the patients at the epicenter of the covid outbreak in china had some link to a large seafood and live animal market, suggesting animal to person spread., wuhan city, china"
Origin - Country,18,where did covid come from,Quora,"early on, many of the patients at the epicenter of the covid outbreak in china had some link to a large seafood and live animal market, suggesting animal to person spread., wuhan city, china"
Origin - Country,18,did covid really originate from the province of china or just get discovered there,Quora,"early on, many of the patients at the epicenter of the covid outbreak in china had some link to a large seafood and live animal market, suggesting animal to person spread., wuhan city, china"
Origin - Country,18,how did the covid virus appear,Quora,"early on, many of the patients at the epicenter of the covid outbreak in china had some link to a large seafood and live animal market, suggesting animal to person spread., wuhan city, china"
Origin - Country,18,is china really the origin of covid,Quora,"early on, many of the patients at the epicenter of the covid outbreak in china had some link to a large seafood and live animal market, suggesting animal to person spread., wuhan city, china"
Origin - Country,18,where was covid found,Author Generated,"early on, many of the patients at the epicenter of the covid outbreak in china had some link to a large seafood and live animal market, suggesting animal to person spread., wuhan city, china"
Transmission - Possibility of Reinfection,100,can people who recover from covid be infected again,United Nations,"its too early to know for sure. , at this time, we are not sure if you can become re infected. "
Transmission - Possibility of Reinfection,100,after recovering from covid does a person have long term immunity to the virus,Cable News Network,"its too early to know for sure. , at this time, we are not sure if you can become re infected. "
Transmission - Possibility of Reinfection,100,if i have recovered from covid will i be immune to it,Author Generated,"its too early to know for sure. , at this time, we are not sure if you can become re infected. "
Transmission - Possibility of Reinfection,100,can covid reinfect,Yahoo Search,"its too early to know for sure. , at this time, we are not sure if you can become re infected. "
Transmission - Possibility of Reinfection,100,are covid survivors immune,Yahoo Search,"its too early to know for sure. , at this time, we are not sure if you can become re infected. "
Transmission - Possibility of Reinfection,100,has anyone that recovered from covid been reinfected,Quora,"its too early to know for sure. , at this time, we are not sure if you can become re infected. "
Transmission - Possibility of Reinfection,100,has anyone gotten covid twice (re infected),Quora,"its too early to know for sure. , at this time, we are not sure if you can become re infected. "
Transmission - Possibility of Reinfection,100,can one be immune to covid,Quora,"its too early to know for sure. , at this time, we are not sure if you can become re infected. "
Transmission - Possibility of Reinfection,100,do people who recovered from covid infection develop resistance against subsequent infections,Quora,"its too early to know for sure. , at this time, we are not sure if you can become re infected. "
Transmission - Possibility of Reinfection,100,can you get covid twice or does it cause immunity,Quora,"its too early to know for sure. , at this time, we are not sure if you can become re infected. "
Transmission - Possibility of Reinfection,100,is it true that even if you already had the covid you can get it again,Quora,"its too early to know for sure. , at this time, we are not sure if you can become re infected. "
Transmission - Possibility of Reinfection,100,can you catch a covid more than once,Quora,"its too early to know for sure. , at this time, we are not sure if you can become re infected. "
Transmission - Possibility of Reinfection,100,have the people who were sickened with covid developed immunity,Quora,"its too early to know for sure. , at this time, we are not sure if you can become re infected. "
Transmission - General,22,how covid spreads,Google Search," human covides typically spread through the air by coughing and sneezing., it primarily spreads between people through respiratory droplets, like through coughs, sneezes, spittle. , the virus that causes covid is thought to spread mainly from person to person, mainly through respiratory droplets produced when an infected person coughs or sneezes. ,  from person to person,, person to person, close contact with an infected person, covid was transmitted through respiratory tract and then induced pneumonia,, we found the presence of covid in anal swabs and blood as well, and more anal swab positives than oral swab positives in a later stage of infection, suggesting shedding and thereby transmitted through oral fecal route., people can catch covid from others who have the virus. the disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with covid coughs or exhales. these droplets land on objects and surfaces around the person. other people then catch covid by touching these objects or surfaces, then touching their eyes, nose or mouth. people can also catch covid if they breathe in droplets from a person with covid who coughs out or exhales droplets."
Transmission - General,22,how covid is transmitted,Google Search," human covides typically spread through the air by coughing and sneezing., it primarily spreads between people through respiratory droplets, like through coughs, sneezes, spittle. , the virus that causes covid is thought to spread mainly from person to person, mainly through respiratory droplets produced when an infected person coughs or sneezes. ,  from person to person,, person to person, close contact with an infected person, covid was transmitted through respiratory tract and then induced pneumonia,, we found the presence of covid in anal swabs and blood as well, and more anal swab positives than oral swab positives in a later stage of infection, suggesting shedding and thereby transmitted through oral fecal route., people can catch covid from others who have the virus. the disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with covid coughs or exhales. these droplets land on objects and surfaces around the person. other people then catch covid by touching these objects or surfaces, then touching their eyes, nose or mouth. people can also catch covid if they breathe in droplets from a person with covid who coughs out or exhales droplets."
Transmission - General,22,how does covid spread,Washington DC Area Television Station," human covides typically spread through the air by coughing and sneezing., it primarily spreads between people through respiratory droplets, like through coughs, sneezes, spittle. , the virus that causes covid is thought to spread mainly from person to person, mainly through respiratory droplets produced when an infected person coughs or sneezes. ,  from person to person,, person to person, close contact with an infected person, covid was transmitted through respiratory tract and then induced pneumonia,, we found the presence of covid in anal swabs and blood as well, and more anal swab positives than oral swab positives in a later stage of infection, suggesting shedding and thereby transmitted through oral fecal route., people can catch covid from others who have the virus. the disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with covid coughs or exhales. these droplets land on objects and surfaces around the person. other people then catch covid by touching these objects or surfaces, then touching their eyes, nose or mouth. people can also catch covid if they breathe in droplets from a person with covid who coughs out or exhales droplets."
Transmission - General,22,how does this covid spread,Cable News Network," human covides typically spread through the air by coughing and sneezing., it primarily spreads between people through respiratory droplets, like through coughs, sneezes, spittle. , the virus that causes covid is thought to spread mainly from person to person, mainly through respiratory droplets produced when an infected person coughs or sneezes. ,  from person to person,, person to person, close contact with an infected person, covid was transmitted through respiratory tract and then induced pneumonia,, we found the presence of covid in anal swabs and blood as well, and more anal swab positives than oral swab positives in a later stage of infection, suggesting shedding and thereby transmitted through oral fecal route., people can catch covid from others who have the virus. the disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with covid coughs or exhales. these droplets land on objects and surfaces around the person. other people then catch covid by touching these objects or surfaces, then touching their eyes, nose or mouth. people can also catch covid if they breathe in droplets from a person with covid who coughs out or exhales droplets."
Transmission - General,22,how does the virus spread,Center for Disease Control," human covides typically spread through the air by coughing and sneezing., it primarily spreads between people through respiratory droplets, like through coughs, sneezes, spittle. , the virus that causes covid is thought to spread mainly from person to person, mainly through respiratory droplets produced when an infected person coughs or sneezes. ,  from person to person,, person to person, close contact with an infected person, covid was transmitted through respiratory tract and then induced pneumonia,, we found the presence of covid in anal swabs and blood as well, and more anal swab positives than oral swab positives in a later stage of infection, suggesting shedding and thereby transmitted through oral fecal route., people can catch covid from others who have the virus. the disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with covid coughs or exhales. these droplets land on objects and surfaces around the person. other people then catch covid by touching these objects or surfaces, then touching their eyes, nose or mouth. people can also catch covid if they breathe in droplets from a person with covid who coughs out or exhales droplets."
Transmission - General,22,how can the covid spread,GitHub.com/deepset-ai/COVID-QA," human covides typically spread through the air by coughing and sneezing., it primarily spreads between people through respiratory droplets, like through coughs, sneezes, spittle. , the virus that causes covid is thought to spread mainly from person to person, mainly through respiratory droplets produced when an infected person coughs or sneezes. ,  from person to person,, person to person, close contact with an infected person, covid was transmitted through respiratory tract and then induced pneumonia,, we found the presence of covid in anal swabs and blood as well, and more anal swab positives than oral swab positives in a later stage of infection, suggesting shedding and thereby transmitted through oral fecal route., people can catch covid from others who have the virus. the disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with covid coughs or exhales. these droplets land on objects and surfaces around the person. other people then catch covid by touching these objects or surfaces, then touching their eyes, nose or mouth. people can also catch covid if they breathe in droplets from a person with covid who coughs out or exhales droplets."
Transmission - General,22,how is covid spread,GitHub.com/deepset-ai/COVID-QA," human covides typically spread through the air by coughing and sneezing., it primarily spreads between people through respiratory droplets, like through coughs, sneezes, spittle. , the virus that causes covid is thought to spread mainly from person to person, mainly through respiratory droplets produced when an infected person coughs or sneezes. ,  from person to person,, person to person, close contact with an infected person, covid was transmitted through respiratory tract and then induced pneumonia,, we found the presence of covid in anal swabs and blood as well, and more anal swab positives than oral swab positives in a later stage of infection, suggesting shedding and thereby transmitted through oral fecal route., people can catch covid from others who have the virus. the disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with covid coughs or exhales. these droplets land on objects and surfaces around the person. other people then catch covid by touching these objects or surfaces, then touching their eyes, nose or mouth. people can also catch covid if they breathe in droplets from a person with covid who coughs out or exhales droplets."
Transmission - General,22,how does covid get spread,GitHub.com/deepset-ai/COVID-QA," human covides typically spread through the air by coughing and sneezing., it primarily spreads between people through respiratory droplets, like through coughs, sneezes, spittle. , the virus that causes covid is thought to spread mainly from person to person, mainly through respiratory droplets produced when an infected person coughs or sneezes. ,  from person to person,, person to person, close contact with an infected person, covid was transmitted through respiratory tract and then induced pneumonia,, we found the presence of covid in anal swabs and blood as well, and more anal swab positives than oral swab positives in a later stage of infection, suggesting shedding and thereby transmitted through oral fecal route., people can catch covid from others who have the virus. the disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with covid coughs or exhales. these droplets land on objects and surfaces around the person. other people then catch covid by touching these objects or surfaces, then touching their eyes, nose or mouth. people can also catch covid if they breathe in droplets from a person with covid who coughs out or exhales droplets."
Transmission - General,22,how is covid transmitted,GitHub.com/deepset-ai/COVID-QA," human covides typically spread through the air by coughing and sneezing., it primarily spreads between people through respiratory droplets, like through coughs, sneezes, spittle. , the virus that causes covid is thought to spread mainly from person to person, mainly through respiratory droplets produced when an infected person coughs or sneezes. ,  from person to person,, person to person, close contact with an infected person, covid was transmitted through respiratory tract and then induced pneumonia,, we found the presence of covid in anal swabs and blood as well, and more anal swab positives than oral swab positives in a later stage of infection, suggesting shedding and thereby transmitted through oral fecal route., people can catch covid from others who have the virus. the disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with covid coughs or exhales. these droplets land on objects and surfaces around the person. other people then catch covid by touching these objects or surfaces, then touching their eyes, nose or mouth. people can also catch covid if they breathe in droplets from a person with covid who coughs out or exhales droplets."
Transmission - General,22,what are ways in which covid is transmitted,GitHub.com/deepset-ai/COVID-QA," human covides typically spread through the air by coughing and sneezing., it primarily spreads between people through respiratory droplets, like through coughs, sneezes, spittle. , the virus that causes covid is thought to spread mainly from person to person, mainly through respiratory droplets produced when an infected person coughs or sneezes. ,  from person to person,, person to person, close contact with an infected person, covid was transmitted through respiratory tract and then induced pneumonia,, we found the presence of covid in anal swabs and blood as well, and more anal swab positives than oral swab positives in a later stage of infection, suggesting shedding and thereby transmitted through oral fecal route., people can catch covid from others who have the virus. the disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with covid coughs or exhales. these droplets land on objects and surfaces around the person. other people then catch covid by touching these objects or surfaces, then touching their eyes, nose or mouth. people can also catch covid if they breathe in droplets from a person with covid who coughs out or exhales droplets."
Transmission - General,22,how covid spreads,Yahoo Search," human covides typically spread through the air by coughing and sneezing., it primarily spreads between people through respiratory droplets, like through coughs, sneezes, spittle. , the virus that causes covid is thought to spread mainly from person to person, mainly through respiratory droplets produced when an infected person coughs or sneezes. ,  from person to person,, person to person, close contact with an infected person, covid was transmitted through respiratory tract and then induced pneumonia,, we found the presence of covid in anal swabs and blood as well, and more anal swab positives than oral swab positives in a later stage of infection, suggesting shedding and thereby transmitted through oral fecal route., people can catch covid from others who have the virus. the disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with covid coughs or exhales. these droplets land on objects and surfaces around the person. other people then catch covid by touching these objects or surfaces, then touching their eyes, nose or mouth. people can also catch covid if they breathe in droplets from a person with covid who coughs out or exhales droplets."
Transmission - General,22,how is the novel covid spread,Quora," human covides typically spread through the air by coughing and sneezing., it primarily spreads between people through respiratory droplets, like through coughs, sneezes, spittle. , the virus that causes covid is thought to spread mainly from person to person, mainly through respiratory droplets produced when an infected person coughs or sneezes. ,  from person to person,, person to person, close contact with an infected person, covid was transmitted through respiratory tract and then induced pneumonia,, we found the presence of covid in anal swabs and blood as well, and more anal swab positives than oral swab positives in a later stage of infection, suggesting shedding and thereby transmitted through oral fecal route., people can catch covid from others who have the virus. the disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with covid coughs or exhales. these droplets land on objects and surfaces around the person. other people then catch covid by touching these objects or surfaces, then touching their eyes, nose or mouth. people can also catch covid if they breathe in droplets from a person with covid who coughs out or exhales droplets."
Nomenclature - Pandemic Definition,28,is covid a pandemic,Google Search,a pandemic is a global outbreak of disease. pandemics happen when a new virus emerges to infect people and can spread between people.
Nomenclature - Pandemic Definition,28,what does it mean that covid is a global pandemic,Illinois Department of Public Health,a pandemic is a global outbreak of disease. pandemics happen when a new virus emerges to infect people and can spread between people.
Nomenclature - Pandemic Definition,28,who covid pandemic,Bing Search,a pandemic is a global outbreak of disease. pandemics happen when a new virus emerges to infect people and can spread between people.
Nomenclature - Pandemic Definition,28,shouldnt covid be declared as a pandemic,Quora,a pandemic is a global outbreak of disease. pandemics happen when a new virus emerges to infect people and can spread between people.
Nomenclature - Pandemic Definition,28,is covid a pandemic,Quora,a pandemic is a global outbreak of disease. pandemics happen when a new virus emerges to infect people and can spread between people.
Nomenclature - Pandemic Definition,28,what will be the breaking point that will declare covid a pandemic,Quora,a pandemic is a global outbreak of disease. pandemics happen when a new virus emerges to infect people and can spread between people.
Nomenclature - Pandemic Definition,28,why is covid called a pandemic and not an epidemic,Quora,a pandemic is a global outbreak of disease. pandemics happen when a new virus emerges to infect people and can spread between people.
Nomenclature - Pandemic Definition,28,what is a pandemic,Author Generated,a pandemic is a global outbreak of disease. pandemics happen when a new virus emerges to infect people and can spread between people.
Nomenclature - Pandemic Definition,28,when would covid be considered a pandemic,Author Generated,a pandemic is a global outbreak of disease. pandemics happen when a new virus emerges to infect people and can spread between people.
Nomenclature - Pandemic Definition,28,is there a reason that covid is called a pandemic now,Author Generated,a pandemic is a global outbreak of disease. pandemics happen when a new virus emerges to infect people and can spread between people.
Nomenclature - Pandemic Definition,28,is there a difference between covid being an epidemic and a pandemic,Author Generated,a pandemic is a global outbreak of disease. pandemics happen when a new virus emerges to infect people and can spread between people.
Nomenclature - Pandemic Definition,28,why is covid a pandemic,Author Generated,a pandemic is a global outbreak of disease. pandemics happen when a new virus emerges to infect people and can spread between people.
Prevention - Use of Facemask,79,should i get a face mask,John Hopkins University,"cdc recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (for example, grocery stores and pharmacies) especially in areas of significant community based transmission., cover your mouth and nose with a cloth face cover when around others., in order to avoid infecting others, you should use a mask for as long as you are still coughing or sneezing. you should only stop after a complete recovery (which means 24 48 hours after having no symptoms without medication). , according to the who, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non sick persons., a cdc recommends wearing cloth face coverings in public when other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies) especially in areas of significant community based transmission of the covid. ,  no. surgical masks and n95s need to be reserved for use by health care workers, first responders, and other frontline workers whose jobs put them at much greater risk of acquiring covid. , the cdc recommends wearing cloth face coverings in public settings where other social distancing measures are diffcult to maintain., cdc recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community., cdc recommends that people wear a cloth face covering to cover their nose and mouth in the community setting., people with no respiratory symptoms, such as cough, do not need to wear a medical mask. who recommends the use of masks for people who have symptoms of covid and for those caring for individuals who have symptoms, such as cough and fever."
Prevention - Use of Facemask,79,should i wear a facemask,Illinois Department of Public Health,"cdc recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (for example, grocery stores and pharmacies) especially in areas of significant community based transmission., cover your mouth and nose with a cloth face cover when around others., in order to avoid infecting others, you should use a mask for as long as you are still coughing or sneezing. you should only stop after a complete recovery (which means 24 48 hours after having no symptoms without medication). , according to the who, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non sick persons., a cdc recommends wearing cloth face coverings in public when other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies) especially in areas of significant community based transmission of the covid. ,  no. surgical masks and n95s need to be reserved for use by health care workers, first responders, and other frontline workers whose jobs put them at much greater risk of acquiring covid. , the cdc recommends wearing cloth face coverings in public settings where other social distancing measures are diffcult to maintain., cdc recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community., cdc recommends that people wear a cloth face covering to cover their nose and mouth in the community setting., people with no respiratory symptoms, such as cough, do not need to wear a medical mask. who recommends the use of masks for people who have symptoms of covid and for those caring for individuals who have symptoms, such as cough and fever."
Prevention - Use of Facemask,79,until when should i wear a mask after recovering from an illness with respiratory symptoms,United Nations,"cdc recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (for example, grocery stores and pharmacies) especially in areas of significant community based transmission., cover your mouth and nose with a cloth face cover when around others., in order to avoid infecting others, you should use a mask for as long as you are still coughing or sneezing. you should only stop after a complete recovery (which means 24 48 hours after having no symptoms without medication). , according to the who, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non sick persons., a cdc recommends wearing cloth face coverings in public when other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies) especially in areas of significant community based transmission of the covid. ,  no. surgical masks and n95s need to be reserved for use by health care workers, first responders, and other frontline workers whose jobs put them at much greater risk of acquiring covid. , the cdc recommends wearing cloth face coverings in public settings where other social distancing measures are diffcult to maintain., cdc recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community., cdc recommends that people wear a cloth face covering to cover their nose and mouth in the community setting., people with no respiratory symptoms, such as cough, do not need to wear a medical mask. who recommends the use of masks for people who have symptoms of covid and for those caring for individuals who have symptoms, such as cough and fever."
Prevention - Use of Facemask,79,should i use a mask,United Nations,"cdc recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (for example, grocery stores and pharmacies) especially in areas of significant community based transmission., cover your mouth and nose with a cloth face cover when around others., in order to avoid infecting others, you should use a mask for as long as you are still coughing or sneezing. you should only stop after a complete recovery (which means 24 48 hours after having no symptoms without medication). , according to the who, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non sick persons., a cdc recommends wearing cloth face coverings in public when other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies) especially in areas of significant community based transmission of the covid. ,  no. surgical masks and n95s need to be reserved for use by health care workers, first responders, and other frontline workers whose jobs put them at much greater risk of acquiring covid. , the cdc recommends wearing cloth face coverings in public settings where other social distancing measures are diffcult to maintain., cdc recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community., cdc recommends that people wear a cloth face covering to cover their nose and mouth in the community setting., people with no respiratory symptoms, such as cough, do not need to wear a medical mask. who recommends the use of masks for people who have symptoms of covid and for those caring for individuals who have symptoms, such as cough and fever."
Prevention - Use of Facemask,79,should i wear a face covering or face mask when i go out in public,Food and Drug Administration,"cdc recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (for example, grocery stores and pharmacies) especially in areas of significant community based transmission., cover your mouth and nose with a cloth face cover when around others., in order to avoid infecting others, you should use a mask for as long as you are still coughing or sneezing. you should only stop after a complete recovery (which means 24 48 hours after having no symptoms without medication). , according to the who, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non sick persons., a cdc recommends wearing cloth face coverings in public when other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies) especially in areas of significant community based transmission of the covid. ,  no. surgical masks and n95s need to be reserved for use by health care workers, first responders, and other frontline workers whose jobs put them at much greater risk of acquiring covid. , the cdc recommends wearing cloth face coverings in public settings where other social distancing measures are diffcult to maintain., cdc recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community., cdc recommends that people wear a cloth face covering to cover their nose and mouth in the community setting., people with no respiratory symptoms, such as cough, do not need to wear a medical mask. who recommends the use of masks for people who have symptoms of covid and for those caring for individuals who have symptoms, such as cough and fever."
Prevention - Use of Facemask,79,should i purchase personal protective equipment for me and my family,Food and Drug Administration,"cdc recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (for example, grocery stores and pharmacies) especially in areas of significant community based transmission., cover your mouth and nose with a cloth face cover when around others., in order to avoid infecting others, you should use a mask for as long as you are still coughing or sneezing. you should only stop after a complete recovery (which means 24 48 hours after having no symptoms without medication). , according to the who, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non sick persons., a cdc recommends wearing cloth face coverings in public when other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies) especially in areas of significant community based transmission of the covid. ,  no. surgical masks and n95s need to be reserved for use by health care workers, first responders, and other frontline workers whose jobs put them at much greater risk of acquiring covid. , the cdc recommends wearing cloth face coverings in public settings where other social distancing measures are diffcult to maintain., cdc recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community., cdc recommends that people wear a cloth face covering to cover their nose and mouth in the community setting., people with no respiratory symptoms, such as cough, do not need to wear a medical mask. who recommends the use of masks for people who have symptoms of covid and for those caring for individuals who have symptoms, such as cough and fever."
Prevention - Use of Facemask,79,should i wear a face mask in public,Cable News Network,"cdc recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (for example, grocery stores and pharmacies) especially in areas of significant community based transmission., cover your mouth and nose with a cloth face cover when around others., in order to avoid infecting others, you should use a mask for as long as you are still coughing or sneezing. you should only stop after a complete recovery (which means 24 48 hours after having no symptoms without medication). , according to the who, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non sick persons., a cdc recommends wearing cloth face coverings in public when other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies) especially in areas of significant community based transmission of the covid. ,  no. surgical masks and n95s need to be reserved for use by health care workers, first responders, and other frontline workers whose jobs put them at much greater risk of acquiring covid. , the cdc recommends wearing cloth face coverings in public settings where other social distancing measures are diffcult to maintain., cdc recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community., cdc recommends that people wear a cloth face covering to cover their nose and mouth in the community setting., people with no respiratory symptoms, such as cough, do not need to wear a medical mask. who recommends the use of masks for people who have symptoms of covid and for those caring for individuals who have symptoms, such as cough and fever."
Prevention - Use of Facemask,79,should children wear masks,Center for Disease Control,"cdc recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (for example, grocery stores and pharmacies) especially in areas of significant community based transmission., cover your mouth and nose with a cloth face cover when around others., in order to avoid infecting others, you should use a mask for as long as you are still coughing or sneezing. you should only stop after a complete recovery (which means 24 48 hours after having no symptoms without medication). , according to the who, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non sick persons., a cdc recommends wearing cloth face coverings in public when other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies) especially in areas of significant community based transmission of the covid. ,  no. surgical masks and n95s need to be reserved for use by health care workers, first responders, and other frontline workers whose jobs put them at much greater risk of acquiring covid. , the cdc recommends wearing cloth face coverings in public settings where other social distancing measures are diffcult to maintain., cdc recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community., cdc recommends that people wear a cloth face covering to cover their nose and mouth in the community setting., people with no respiratory symptoms, such as cough, do not need to wear a medical mask. who recommends the use of masks for people who have symptoms of covid and for those caring for individuals who have symptoms, such as cough and fever."
Prevention - Use of Facemask,79,does cdc recommend the use of facemask or face coverings to prevent covid,Center for Disease Control,"cdc recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (for example, grocery stores and pharmacies) especially in areas of significant community based transmission., cover your mouth and nose with a cloth face cover when around others., in order to avoid infecting others, you should use a mask for as long as you are still coughing or sneezing. you should only stop after a complete recovery (which means 24 48 hours after having no symptoms without medication). , according to the who, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non sick persons., a cdc recommends wearing cloth face coverings in public when other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies) especially in areas of significant community based transmission of the covid. ,  no. surgical masks and n95s need to be reserved for use by health care workers, first responders, and other frontline workers whose jobs put them at much greater risk of acquiring covid. , the cdc recommends wearing cloth face coverings in public settings where other social distancing measures are diffcult to maintain., cdc recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community., cdc recommends that people wear a cloth face covering to cover their nose and mouth in the community setting., people with no respiratory symptoms, such as cough, do not need to wear a medical mask. who recommends the use of masks for people who have symptoms of covid and for those caring for individuals who have symptoms, such as cough and fever."
Prevention - Use of Facemask,79,should i wear a mask to protect myself,Washington DC Area Television Station,"cdc recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (for example, grocery stores and pharmacies) especially in areas of significant community based transmission., cover your mouth and nose with a cloth face cover when around others., in order to avoid infecting others, you should use a mask for as long as you are still coughing or sneezing. you should only stop after a complete recovery (which means 24 48 hours after having no symptoms without medication). , according to the who, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non sick persons., a cdc recommends wearing cloth face coverings in public when other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies) especially in areas of significant community based transmission of the covid. ,  no. surgical masks and n95s need to be reserved for use by health care workers, first responders, and other frontline workers whose jobs put them at much greater risk of acquiring covid. , the cdc recommends wearing cloth face coverings in public settings where other social distancing measures are diffcult to maintain., cdc recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community., cdc recommends that people wear a cloth face covering to cover their nose and mouth in the community setting., people with no respiratory symptoms, such as cough, do not need to wear a medical mask. who recommends the use of masks for people who have symptoms of covid and for those caring for individuals who have symptoms, such as cough and fever."
Prevention - Use of Facemask,79,can wearing a face mask prevent covid,Quora,"cdc recommends wearing cloth face coverings in public settings where other social distancing measures are difficult to maintain (for example, grocery stores and pharmacies) especially in areas of significant community based transmission., cover your mouth and nose with a cloth face cover when around others., in order to avoid infecting others, you should use a mask for as long as you are still coughing or sneezing. you should only stop after a complete recovery (which means 24 48 hours after having no symptoms without medication). , according to the who, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non sick persons., a cdc recommends wearing cloth face coverings in public when other social distancing measures are difficult to maintain (e.g., grocery stores and pharmacies) especially in areas of significant community based transmission of the covid. ,  no. surgical masks and n95s need to be reserved for use by health care workers, first responders, and other frontline workers whose jobs put them at much greater risk of acquiring covid. , the cdc recommends wearing cloth face coverings in public settings where other social distancing measures are diffcult to maintain., cdc recommends that everyone 2 years and older wear a cloth face covering that covers their nose and mouth when they are out in the community., cdc recommends that people wear a cloth face covering to cover their nose and mouth in the community setting., people with no respiratory symptoms, such as cough, do not need to wear a medical mask. who recommends the use of masks for people who have symptoms of covid and for those caring for individuals who have symptoms, such as cough and fever."
